ID,URL,StartDate,EndDate,Quote,Message
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-01-11,2019-01-13,1736.40,
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-01-25,2019-01-27,1736.40,
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-02-01,2019-02-03,1736.40,
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-02-08,2019-02-10,1736.40,
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-02-22,2019-02-24,1736.40,
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-03-01,2019-03-03,1736.40,
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-03-08,2019-03-10,1736.40,
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-03-22,2019-03-24,1736.40,
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-03-29,2019-03-31,1736.40,
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-04-05,2019-04-07,1016.40,
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-04-12,2019-04-14,1016.40,
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-04-26,2019-04-28,1016.40,
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-05-10,2019-05-12,1016.40,
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-05-17,2019-05-19,1016.40,
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-05-31,2019-06-02,1160.40,
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-06-07,2019-06-09,1160.40,
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-06-14,2019-06-16,1160.40,
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-06-21,2019-06-23,1160.40,
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-06-28,2019-06-30,1160.40,
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-07-05,2019-07-07,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-07-12,2019-07-14,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-07-19,2019-07-21,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-07-26,2019-07-28,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-08-02,2019-08-04,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-08-09,2019-08-11,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-08-16,2019-08-18,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-08-23,2019-08-25,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-08-30,2019-09-01,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-09-06,2019-09-08,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-149849,https://www.turnkeyvr.com/big_bear_lake-ca/39219pkl,2019-09-13,2019-09-15,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-01-18,2019-01-20,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-02-15,2019-02-17,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-03-15,2019-03-17,1622.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-04-19,2019-04-21,902.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-05-03,2019-05-05,902.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-05-24,2019-05-26,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-07-04,2019-07-06,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-10-11,2019-10-13,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-11-08,2019-11-10,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-11-28,2019-11-30,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-12-21,2020-01-01,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2018-01-12,2018-01-15,,Invalid quote
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2018-02-16,2018-02-19,,Invalid quote
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2018-03-16,2018-03-18,,Invalid quote
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2018-03-30,2018-04-01,,Invalid quote
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2018-05-04,2018-05-06,,Invalid quote
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2018-05-25,2018-05-28,,Invalid quote
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2018-07-04,2018-07-07,,Invalid quote
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2018-08-31,2018-09-03,,Invalid quote
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2018-10-05,2018-10-08,1071.18,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2018-11-09,2018-11-12,1105.20,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2018-11-22,2018-11-24,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2018-12-21,2019-01-01,10326.00,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2018-09-21,2018-09-23,813.82,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2018-09-28,2018-09-30,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2018-10-05,2018-10-07,878.52,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2018-10-12,2018-10-14,854.65,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2018-10-19,2018-10-21,878.52,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2018-10-26,2018-10-28,902.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2018-11-02,2018-11-04,902.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2018-11-09,2018-11-11,902.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2018-11-16,2018-11-18,902.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2018-11-23,2018-11-25,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2018-11-30,2018-12-02,902.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2018-12-07,2018-12-09,902.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2018-12-14,2018-12-16,986.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2018-12-21,2018-12-23,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2018-12-28,2018-12-30,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-01-04,2019-01-06,1622.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-01-11,2019-01-13,1622.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-01-25,2019-01-27,1622.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-02-01,2019-02-03,1622.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-02-08,2019-02-10,1622.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-02-22,2019-02-24,1622.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-03-01,2019-03-03,1622.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-03-08,2019-03-10,1622.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-03-22,2019-03-24,1622.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-03-29,2019-03-31,1622.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-04-05,2019-04-07,902.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-04-12,2019-04-14,902.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-04-26,2019-04-28,902.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-05-10,2019-05-12,902.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-05-17,2019-05-19,902.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-05-31,2019-06-02,1046.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-06-07,2019-06-09,1046.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-06-14,2019-06-16,1046.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-06-21,2019-06-23,1046.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-06-28,2019-06-30,1046.40,
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-07-05,2019-07-07,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-07-12,2019-07-14,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-07-19,2019-07-21,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-07-26,2019-07-28,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-08-02,2019-08-04,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-08-09,2019-08-11,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-08-16,2019-08-18,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-08-23,2019-08-25,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-08-30,2019-09-01,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-09-06,2019-09-08,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-139296,https://www.turnkeyvr.com/big_bear_lake-ca/279eurka,2019-09-13,2019-09-15,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-01-18,2019-01-20,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-02-15,2019-02-17,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-03-15,2019-03-17,1106.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-04-19,2019-04-21,794.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-05-03,2019-05-05,794.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-05-24,2019-05-26,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-07-04,2019-07-06,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-10-11,2019-10-13,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-11-08,2019-11-10,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-11-28,2019-11-30,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-12-21,2020-01-01,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2018-01-12,2018-01-15,,Invalid quote
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2018-02-16,2018-02-19,,Invalid quote
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2018-03-16,2018-03-18,,Invalid quote
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2018-03-30,2018-04-01,,Invalid quote
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2018-05-04,2018-05-06,,Invalid quote
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2018-05-25,2018-05-28,,Invalid quote
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2018-07-04,2018-07-07,,Invalid quote
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2018-08-31,2018-09-03,,Invalid quote
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2018-10-05,2018-10-08,926.52,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2018-11-09,2018-11-12,949.20,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2018-11-22,2018-11-24,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2018-12-21,2019-01-01,8382.00,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2018-09-21,2018-09-23,710.26,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2018-09-28,2018-09-30,729.70,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2018-10-05,2018-10-07,771.72,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2018-10-12,2018-10-14,749.05,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2018-10-19,2018-10-21,771.72,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2018-10-26,2018-10-28,794.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2018-11-02,2018-11-04,794.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2018-11-09,2018-11-11,794.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2018-11-16,2018-11-18,794.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2018-11-23,2018-11-25,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2018-11-30,2018-12-02,794.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2018-12-07,2018-12-09,794.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2018-12-14,2018-12-16,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2018-12-21,2018-12-23,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2018-12-28,2018-12-30,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-01-04,2019-01-06,1106.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-01-11,2019-01-13,1106.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-01-25,2019-01-27,1106.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-02-01,2019-02-03,1106.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-02-08,2019-02-10,1106.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-02-22,2019-02-24,1106.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-03-01,2019-03-03,1106.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-03-08,2019-03-10,1106.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-03-22,2019-03-24,1106.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-03-29,2019-03-31,1106.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-04-05,2019-04-07,794.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-04-12,2019-04-14,794.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-04-26,2019-04-28,794.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-05-10,2019-05-12,794.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-05-17,2019-05-19,794.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-05-31,2019-06-02,818.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-06-07,2019-06-09,818.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-06-14,2019-06-16,818.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-06-21,2019-06-23,818.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-06-28,2019-06-30,818.40,
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-07-05,2019-07-07,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-07-12,2019-07-14,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-07-19,2019-07-21,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-07-26,2019-07-28,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-08-02,2019-08-04,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-08-09,2019-08-11,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-08-16,2019-08-18,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-08-23,2019-08-25,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-08-30,2019-09-01,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-09-06,2019-09-08,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-148639,https://www.turnkeyvr.com/big_bear_lake-ca/43651yos,2019-09-13,2019-09-15,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-149851,https://www.turnkeyvr.com/big_bear_lake-ca/mountain-view-2br-chalet-w%2f-private-hot-tub-%26-game-room---1-mile-to-slopes,2019-01-18,2019-01-20,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-149851,https://www.turnkeyvr.com/big_bear_lake-ca/mountain-view-2br-chalet-w%2f-private-hot-tub-%26-game-room---1-mile-to-slopes,2019-02-15,2019-02-17,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-149851,https://www.turnkeyvr.com/big_bear_lake-ca/mountain-view-2br-chalet-w%2f-private-hot-tub-%26-game-room---1-mile-to-slopes,2019-03-15,2019-03-17,1394.40,
1655-149851,https://www.turnkeyvr.com/big_bear_lake-ca/mountain-view-2br-chalet-w%2f-private-hot-tub-%26-game-room---1-mile-to-slopes,2019-04-19,2019-04-21,770.40,
1655-149851,https://www.turnkeyvr.com/big_bear_lake-ca/mountain-view-2br-chalet-w%2f-private-hot-tub-%26-game-room---1-mile-to-slopes,2019-05-03,2019-05-05,770.40,
1655-149851,https://www.turnkeyvr.com/big_bear_lake-ca/mountain-view-2br-chalet-w%2f-private-hot-tub-%26-game-room---1-mile-to-slopes,2019-05-24,2019-05-26,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-149851,https://www.turnkeyvr.com/big_bear_lake-ca/mountain-view-2br-chalet-w%2f-private-hot-tub-%26-game-room---1-mile-to-slopes,2019-07-04,2019-07-06,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-149851,https://www.turnkeyvr.com/big_bear_lake-ca/mountain-view-2br-chalet-w%2f-private-hot-tub-%26-game-room---1-mile-to-slopes,2019-10-11,2019-10-13,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-149851,https://www.turnkeyvr.com/big_bear_lake-ca/mountain-view-2br-chalet-w%2f-private-hot-tub-%26-game-room---1-mile-to-slopes,2019-11-08,2019-11-10,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-149851,https://www.turnkeyvr.com/big_bear_lake-ca/mountain-view-2br-chalet-w%2f-private-hot-tub-%26-game-room---1-mile-to-slopes,2019-11-28,2019-11-30,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-149851,https://www.turnkeyvr.com/big_bear_lake-ca/mountain-view-2br-chalet-w%2f-private-hot-tub-%26-game-room---1-mile-to-slopes,2019-12-21,2020-01-01,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-149851,https://www.turnkeyvr.com/big_bear_lake-ca/mountain-view-2br-chalet-w%2f-private-hot-tub-%26-game-room---1-mile-to-slopes,2018-01-12,2018-01-15,,Invalid quote
1655-149851,https://www.turnkeyvr.com/big_bear_lake-ca/mountain-view-2br-chalet-w%2f-private-hot-tub-%26-game-room---1-mile-to-slopes,2018-02-16,2018-02-19,,Invalid quote
1655-149851,https://www.turnkeyvr.com/big_bear_lake-ca/mountain-view-2br-chalet-w%2f-private-hot-tub-%26-game-room---1-mile-to-slopes,2018-03-16,2018-03-18,,Invalid quote
1655-149851,https://www.turnkeyvr.com/big_bear_lake-ca/mountain-view-2br-chalet-w%2f-private-hot-tub-%26-game-room---1-mile-to-slopes,2018-03-30,2018-04-01,,Invalid quote
1655-149851,https://www.turnkeyvr.com/big_bear_lake-ca/mountain-view-2br-chalet-w%2f-private-hot-tub-%26-game-room---1-mile-to-slopes,2018-05-04,2018-05-06,,Invalid quote
1655-149851,https://www.turnkeyvr.com/big_bear_lake-ca/mountain-view-2br-chalet-w%2f-private-hot-tub-%26-game-room---1-mile-to-slopes,2018-05-25,2018-05-28,,Invalid quote
1655-149851,https://www.turnkeyvr.com/big_bear_lake-ca/mountain-view-2br-chalet-w%2f-private-hot-tub-%26-game-room---1-mile-to-slopes,2018-07-04,2018-07-07,,Invalid quote
1655-149851,https://www.turnkeyvr.com/big_bear_lake-ca/mountain-view-2br-chalet-w%2f-private-hot-tub-%26-game-room---1-mile-to-slopes,2018-08-31,2018-09-03,,Invalid quote
1655-149851,https://www.turnkeyvr.com/big_bear_lake-ca/mountain-view-2br-chalet-w%2f-private-hot-tub-%26-game-room---1-mile-to-slopes,2018-10-05,2018-10-08,826.80,
1655-149851,https://www.turnkeyvr.com/big_bear_lake-ca/mountain-view-2br-chalet-w%2f-private-hot-tub-%26-game-room---1-mile-to-slopes,2018-11-09,2018-11-12,826.80,
1655-149851,https://www.turnkeyvr.com/big_bear_lake-ca/mountain-view-2br-chalet-w%2f-private-hot-tub-%26-game-room---1-mile-to-slopes,2018-11-22,2018-11-24,,There was a problem booking these dates - please contact Turnkey at 888.512.0498 if the problem continues.
1655-149851,https://www.turnkeyvr.com/big_bear_lake-ca/mountain-view-2br-chalet-w%2f-private-hot-tub-%26-game-room---1-mile-to-slopes,2018-12-21,2019-01-01,9078.00,
1655-149851,https://www.turnkeyvr.com/big_bear_lake-ca/mountain-view-2br-chalet-w%2f-private-hot-tub-%26-game-room---1-mile-to-slopes,2018-09-21,2018-09-23,664.80,
1655-149851,https://www.turnkeyvr.com/big_bear_lake-ca/mountain-view-2br-chalet-w%2f-private-hot-tub-%26-game-room---1-mile-to-slopes,2018-09-28,2018-09-30,664.80,
